sentence,relation,head,head_offset,tail,tail_offset
2008年8月在克罗斯18岁时他入选了埃尔茨（dietereilts）率领的德国21岁以下国家足球队（u-21），随后在9月5日对阵北爱尔兰的处子战中首发出场并攻入1球,国籍,埃尔茨,19,德国,38
《热情似火》是由20世纪福克斯家庭娱乐公司出品的爱情喜剧电影，由比利·怀尔德执导，杰克·莱蒙、玛丽莲·梦露、乔治·拉夫特等主演的,导演,热情似火,1,比利·怀尔德,32
早年，吴宇森拍摄的《英雄本色》、《辣手神探》、《喋血双雄》等枪战片在香港又叫好又叫座,导演,英雄本色,10,吴宇森,3
34焚书秦始皇三十四年（前213年），淳于越是以儒家的立场来看待秦朝的政治，同秦始皇的思想和行动是格格不入的，使得秦始皇大为不满，把淳于越交给丞相李斯处理,国籍,秦始皇,4,秦朝,32
"魏后凯，中国胡锦涛政権の挑戦(第4章), アジア経済研究所ide-jetro，2006年2月, pp",国籍,魏后凯,0,中国,4
杜经国，安徽省合肥市人，1931年8月生，2013年3月23日逝世,出生地,杜经国,0,安徽省合肥市,4
安东尼·马库斯（1962~1996），男，出生在印度尼西亚，绰号“地狱魔王”，身高188厘米，体重102公斤，卧推160公斤，深蹲560公斤,出生地,安东尼·马库斯,0,印度尼西亚,24
"姚军1笔名昕涛, 凌波（斋）工作室主人，辽宁沈阳人，祖籍河北唐山",出生地,姚军,0,辽宁,20
1940年，杨宪益毕业回国，戴乃迭，很难想象这样一位年轻漂亮的英国姑娘，怎么会跟随杨宪益来到当时正处于战乱之中的中国,国籍,杨宪益,6,中国,56
赵立峰，吉林大学汽车学院博士，发动机专业，擅长发动机电控、流动分析、有限元，发表论文10余篇，主持、参与科研项目10余项,毕业院校,赵立峰,0,吉林大学,4
《施琅大将军》是宁海强执导，福建电影制片厂摄制，由吴京安、彭丹、冯国庆、王虎城等主演的一部古装历史剧,导演,施琅大将军,1,宁海强,8
王叔晖（1912—1985）浙江绍兴人，当代工笔重彩画的大家巨匠,祖籍,王叔晖,0,浙江绍兴,14
杨雁伍，男，出生于陕西省富平县,出生地,杨雁伍,0,陕西省富平县,9
《银河畅想曲》是连载于17k小说网的网络小说，作者是文衍,连载网站,银河畅想曲,1,17k小说网,11
《大雄》是古巨基2004年发行的专辑，2004年7月24日金牌大风发行，主打歌《爱与诚》,所属专辑,爱与诚,40,大雄,1
宇文贵（560-576年）字乾福，代郡武川人,出生地,宇文贵,0,代郡武川,17
《没有你我不可独活》是连载于17k小说网的小说，作者是汐风洛月,连载网站,没有你我不可独活,1,17k小说网,14
刘海丰，男，汉族，本科学历，1996年7月参加工作，1998年12月加入中国共产党，曾任北京市顺义区双丰街道办事处主任，现任北京顺义区南彩镇党委副书记、镇长,国籍,刘海丰,0,中国,36
王苗，1975年11月生，河北高阳人,出生地,王苗,0,河北高阳,13
李仙舟，字树修，又名绍膺，1908年12月18日出生于四川省(今属重庆市)涪州大顺场龙凤坪(今涪陵市大顺乡中心村)的一个乡村中医家庭,出生地,李仙舟,0,四川省,27
个人简介姚蔚，经济学硕士，现任《方得网》总编辑，《商用汽车新闻》创始人，中国数量经济学会和中国注册会计师协会会员,国籍,姚蔚,4,中国,36
《飞虎队》是山东卫视传媒、枣庄广播电视台、北京完美影视联合出品的抗战剧，由钱雁秋执导，张子健、贺刚、钟卫华、梁琳琳、淳于珊珊、杨棋珺主演1,导演,飞虎队,1,钱雁秋,37
而这部集结了鹿晗 撒贝宁 李易峰 陶喆 杨澜 周迅 angelababy 黄晓明 郑恺 李晨 小s 蔡康永 张杰等人祝福的电影 却在10.20日上映首日 票房 才64w王力宏（leehom wang），1976年5月17日出生于美国纽约罗切斯特，祖籍浙江义乌,出生地,王力宏,84,美国纽约罗切斯特,114
郭治鑫， 男，汉族，1961年7月出生于辽宁省法库县，1982年8月参加工作， 1985年6月加入中国共产党，毕业于辽宁阜新财校工业企业财务专业,毕业院校,郭治鑫,0,辽宁阜新财校,58
妖怪天国是日本导演家手冢真（动画大师手冢治虫的长子），1990年的作品，片长75分钟,导演,妖怪天国,0,手冢真,10
《天津闲人》是由郑大圣执导，杨淼、管新城、张金元等人主演的剧情电影,导演,天津闲人,1,郑大圣,8
荒天经是由作者墨家小二所著的一部古典仙侠小说，于17k小说网站签约驻站,连载网站,荒天经,0,17k小说网,24
2009年5月11日，张博回到母校中国农业大学做客“名家论坛”发表演讲，受到学校领导和师生的热烈欢迎，校党委书记瞿振元，原校党委书记艾荫谦，十七届中共中央候补委员、中国机械工业集团公司总裁、党委副书记任洪斌校友陪同出席活动并听取了演讲,国籍,张博,11,中国,17
凯文·史密斯通过执导《耍酷一族》、《疯狂店员》等几部作品成为了美国动漫宅男所尊敬的导演，人们都希望他能将“拍档侦探”这个貌似俗套的题材拍出新意来，于是影片吸引了大量25岁以下的男性观众入场观看,导演,拍档侦探,53,凯文·史密斯,0
基本资料球员:奥斯卡斯  生日:1993年6月3日  身高:194cm  体重:83kg  球衣号码:999  国籍:拉脱维亚  效力球队:史干图  场上位置:守门  前度效力球队:奥林比斯里加  曾经效力球队:奥林比斯里加球队阵容前锋  a,国籍,奥斯卡斯,7,拉脱维亚,59
11  -2012，岳永逸主持完成北京师范大学教学建设与改革项目通识教育优质课程“中国民俗文化（09-02-08）”,国籍,岳永逸,10,中国,41
重生之极品农家媳是雪妖精101的作品，首发起点中文网,连载网站,重生之极品农家媳,0,起点中文网,21
赵仁邦，男，硕士学位，毕业于北京师范大学，现在在河北农业大学食品科技学院担任一名讲师,毕业院校,赵仁邦,0,北京师范大学,14
刘海山，男，1962年10月出生，籍贯兴化，1981年9月参加工作，1991年9月加入中国共产党，大学学历，现任兴化市商务局局长、党委书记，投资促进局局长，拟提拔担任兴化经济开发区管委会主任,出生地,刘海山,0,兴化,19
电影的演职人员表从片头移到片尾的传统，是从乔治·卢卡斯的《星球大战》开始“发扬光大”的,导演,星球大战,29,乔治·卢卡斯,21
叶新亚，男，1960年4月出生，汉族，浙江龙泉人，大学文化，毕业于浙江大学行政管理专业,出生地,叶新亚,0,浙江龙泉,19
陈小川，湖南邵阳人，自幼从师于父亲陈西川，1985年考入广州美术学院油画系，先后在广州，海南等地从事环境艺术设计,毕业院校,陈小川,0,广州美术学院,28
刘建康幼年时就读于上海毓贤小学，毕业后随家迁居苏州，入苏州中学，读完初中后考入东吴大学附属中学高中部,毕业院校,刘建康,0,东吴大学,39
5、《魔戒》系列《魔戒》（the lord of the rings）又译《指环王》，是英国作家、语言学家、牛津大学教授约翰·罗纳德·瑞尔·托尔金创作的长篇奇幻小说,国籍,约翰·罗纳德·瑞尔·托尔金,60,英国,44
《世界四大文明》是日本nhk电视台耗费巨资拍摄的纪录片，利用高清晰数字拍摄，全套包含中国黄河流域、美索不达平原两河流域、埃及尼罗河流域、印度河流域，这涵盖了人类文明史上四个最辉煌荣耀的历史纪录,出品公司,世界四大文明,1,日本nhk电视台,9
《致命复活》1是香港电视广播有限公司出品的时装剧,出品公司,致命复活,1,香港电视广播有限公司,8
《兰卡迪斯曼战记》是连载于起点中文网的言情小说，作者是黑夜幽灵,连载网站,兰卡迪斯曼战记,1,起点中文网,13
当时外务省对军方在华北的具体情况并不十分清楚，重光葵在中国工作的时间不短，对中国情况比较了解，所以广田弘毅便派他与负责亚洲事务的亚洲局局长谷正之负责研究日本的对华外交政策,国籍,重光葵,23,日本,76
在2016年时赵丽颖参加了《金星秀》的访谈，随后金星在微博上夸赞，小丫头不仅可爱还很会演戏,主持人,金星秀,14,金星,24
摄制单位山东电视台 中央电视台剧情梗概1996年，全景式地反映齐鲁大地改革巨变的30集电视连续剧《长河入海》投入拍摄,出品公司,长河入海,49,山东电视台,4
1992《秋菊打官司》导演|张艺谋，造型|佟华苗“俺只想寻个说法”，憨直秋菊倔一生,导演,秋菊打官司,5,张艺谋,14
《荒神》根据宫部美幸的同名原作改编，该剧由松浦善之助执导，编剧为山冈润平,导演,荒神,1,松浦善之助,21
要做就做最好的信念为吕艳红带来创业的成功吕艳红，1996年从西安交通大学统计系毕业后，在宝鸡职业技术学院任教，在宝鸡职业技术学院独创了“五部教学法”，为宝鸡职业技术学院的实践型教学开了先河，用实践和能力培训来教育自己的学生，成为学校的明星教师，2006年注册陕西鑫能实业有限公司，公司自成立以来，致力于用最先进的节能环保技术为客户提供个性化的需求服务，包括现场调研、诊断评析、方案选择、工艺设计、设备选型、工程施工、技术与管理培训、在线远程服务等,毕业院校,吕艳红,10,西安交通大学,30
对此，本山传媒艺术总监刘双平称赵本山面对清华教授肖鹰的批评，没有作任何回应和解释，工作很正常，主拍的《乡村爱情8》也已经拍完,导演,乡村爱情,51,赵本山,15
宾心华，男，汉族，湖南衡山人，1981年5月出生，2003年7月参加工作，2009年6月加入中国共产党，研究生学历，硕士学位，现任桂东县人民政府党组成员、副县长,国籍,宾心华,0,中国,46
楼栋，男，汉族，浙江浦江人，中共党员，中国人民大学农业与农村发展学院农业经济管理专业毕业，博士研究生学历，管理学博士学位,毕业院校,楼栋,0,中国人民大学,19
黄达晓，男，壮族，1962年10月23日生，广西上思人，中共党员，1983年7月参加工作，广西大学有机化工专业毕业，本科学历，工学学士,出生地,黄达晓,0,广西上思,22
其中导演王树忱是《哪吒闹海》的导演，严定宪是《大闹天宫》的首席动画设计，而动画的乐曲请到了周杰伦的御用词人方文山，但是最终该片还是失败告终,导演,哪吒闹海,9,王树忱,4
《黑帮四贱客》是由桂允植执导的动作片，jun-ho heo、chang-hun lee参加演出,导演,黑帮四贱客,1,桂允植,9
《大当家》是上海东方娱乐传媒集团有限公司、浙江华策影视股份有限公司、浙江金溪影视有限公司联合出品的一部民国题材电视剧,出品公司,大当家,1,浙江华策影视股份有限公司,21
《都市之恶魔在人间》是兵临天下创作的网络小说，发表于起点网,连载网站,都市之恶魔在人间,1,起点网,26
宋共公，子姓，宋氏，名瑕，宋国第二十五任君主，宋文公之子,国籍,宋文公,23,宋国,13
《永远不联络》这首歌是王子鸣专辑《永远》里面的一首主打歌,所属专辑,永远不联络,1,永远,17
马小民，男，1979年，生于景德镇市，毕业于景德镇职业陶瓷美术学校，现为江西省高级陶瓷美术师，江西省高级技能人才，江西省高级工，高级工艺美术师,出生地,马小民,0,景德镇市,14
《平安夜》是蔡琴的音乐作品，夜猫子合唱团作曲，收录在《蔡琴经典(贰)》专辑中,所属专辑,平安夜,1,蔡琴经典(贰),27
柳成荫(1930~2009)别名柳荣祥，江苏苏州浒墅关人，1950年苏州美专西画系毕业（即南京艺术学院），1961年中央工艺美术学院书装研究生班进修结业，人民文学出版社编审，中国美术家协会会员,毕业院校,柳成荫,0,中央工艺美术学院,58
《我不需要你》是晋江文学城连载的小说，作者是你幸福,连载网站,我不需要你,1,晋江文学城,8
1991年1月26日，中国农业银行决定追授白花子同志，“全国农村金融卫士”称号,国籍,白花子,21,中国,11
速度与激情《速度与激情》是罗伯·科恩执导的赛车题材的动作犯罪类电影，是环球影业发行的《速度与激情》系列电影的第一部,出品公司,速度与激情,0,环球影业,35
著有作品：《天皇巨星养成系统》 《超级娱乐王朝》作品信息纵横中文网首发,连载网站,超级娱乐王朝,17,纵横中文网,28
"王汉忠，男，现任主任医师,毕业于中国医科大学，王汉忠主任有着深厚的理论和丰富的临床经验",毕业院校,王汉忠,0,中国医科大学,16
