sentence,attribute,entity,entity_offset,attribute_value,attribute_value_offset
尼克·海德费尔德  生日：1977年5月10日  出生地：Monchengladbach  婚姻状况：单身  身高：164厘米  体重：59公斤  分站冠军：0   P,身高,尼克·海德费尔德,0,164厘米,58
罗伟，男，汉族，重庆市九龙坡区人，1970年7月生，西南政法大学硕士研究生，1991年7月参加工作，1998年7月加入中国共产党,民族,罗伟,0,汉,5
罗成，男，汉族，1983年10月生，毕业于澳大利亚南昆士兰大学，硕士学历，现任360教育集团董事长,民族,罗成,0,汉,5
朱志豪，男，汉族，1955年1月23日出生，籍贯河北，中共党员，大学毕业，现任天津市和平区劳动和社会保障局副局长,民族,朱志豪,0,汉族,6
史浩，男，汉族，1976年3月出生，籍贯江苏高淳，1997年12月参加工作，中共党员，中央党校大学学历，经济管理专业,民族,苏高,21,汉族,5
手越裕也（てごし ゆうや  Tegoshi Yuya)出生日期：1987年11月11日出生地：神奈川县  血型：B身高：168cm（06年春CON场刊）足长：26cm,身高,手越裕也,0,168cm,60
曾祥兰，女，汉族，1965年8月出生，广东乐昌人，1994年11月加入中国共产党，1987年12月参加工作，湖南省委党校函授本科学历,民族,曾祥兰,0,汉族,6
5《民兵葛二蛋》于2012年12月12日晚在北京卫视、浙江卫视、河南卫视、湖北卫视四家卫视黄金时段全国首播,上映时间,民兵葛二蛋,2,2012年12月12日,9
《比天空还远的季节》是由罗茜作词，金海心作曲，中国朝鲜族歌手金海心演唱的一首流行中文歌曲，收录于金海心的专辑《独立日》中,民族,金海心,17,朝鲜族,25
马云马云为完善整个电子商务体系，自2003年开始，先后创办了阿里巴巴、淘宝网、支付宝、阿里妈妈、天猫、一淘网、阿里云等国内电子商务知名品牌，马云也历任多家公司的重要角色，其中包括阿里巴巴集团董事局主席、软银集团董事、中国雅虎董事局主席、亚太经济合作组织(APEC)工商咨询委员会(ABAC)会员、杭州师范大学阿里巴巴商学院院长、华谊兄弟传媒集团董事、TNC(大自然保护协会)全球董事会董事、海博翻译社社长和全球生命科学突破奖基金会理事等职务,创始人,淘宝网,35,马云,0
马云马云为完善整个电子商务体系，自2003年开始，先后创办了阿里巴巴、淘宝网、支付宝、阿里妈妈、天猫、一淘网、阿里云等国内电子商务知名品牌，马云也历任多家公司的重要角色，其中包括阿里巴巴集团董事局主席、软银集团董事、中国雅虎董事局主席、亚太经济合作组织(APEC)工商咨询委员会(ABAC)会员、杭州师范大学阿里巴巴商学院院长、华谊兄弟传媒集团董事、TNC(大自然保护协会)全球董事会董事、海博翻译社社长和全球生命科学突破奖基金会理事等职务,创始人,阿里巴巴集团,89,马云,0
刘备从一个卖草鞋的平民，到成为可以呼风唤雨的蜀汉帝皇，其中早期少不了，关羽，张飞近乎盲目愚忠的信任和支持，当然也少不了诸葛亮为刘备出谋划策，平定天下的良计,朝代,诸葛亮,59,蜀汉,22
《我要你开花》是一部由春光映画和黄太吉联合出品，新锐导演黄微执导的创业励志喜剧，是中国首部创业喜剧，定档于2015年1月23日全国上映,上映时间,我要你开花,1,2015年1月23日,53
贝墉，字既勤，一字定甫，号简香，又号磵香居士，清藏书家,字,贝墉,0,定甫,9
从农民到一代帝王刘邦说：　夫运筹帷幄之中，决胜千里之外，吾不如子房（张良字子房）,字,张良,34,子房,31
wild white rabbit这是李白家的宠物吗（李白字太白）除此之外娃啥啥矿泉水，啥也不说了,字,李白,19,太白,30
《这该死的爱》—江赋玖《这该死的爱》为韩国KBS电视台2005年10月31日播出的的月火剧，该剧主要讲述了江赋玖身上背负着沉重的感情债,上映时间,这该死的爱,1,2005年10月31日,27
《腾空的日子》是腾讯视频自制独播剧，于2014年5月16日上线，由毕鑫业执导，李佳航、胡冰卿、郑家彬等主演,上映时间,腾空的日子,1,2014年,19
第一位，赵雅芝，赵雅芝1985年在香港上映的神话剧《观世音》中扮演的观世音形象，美丽大方，端庄大气第二位，刘涛扮演的观音，面容表情有些刻薄，看不出大爱第三位，林心如扮演的观音，笑容甜美第四位，96年由刘仕裕执导，张卫健、江华等主演的古装神话剧《西游记》中观音菩萨的扮演者龚慈恩，楚楚可怜的样子，悲天悯人第五位，86年央视版《西游记》的观音菩萨扮演者左大玢老师，是大家公认最经典的一个版本第六位，陈浩民版《西游记》的观音扮演者盖鸣晖第七位，李玉刚版本的观音，造型有些辣眼睛，网友直呼太丑了,上映时间,观世音,26,1985,11
《半把剪刀》是1998年播出的推理奇情电视剧，由徐伟杰执导，刘小锋、曹艳艳、张子健、田海蓉等领衔主演,上映时间,半把剪刀,1,1998,7
3.历史形象加成历史上的刘备，字玄德，东汉末年幽州涿郡涿县（今河北省涿州市）人，西汉中山靖王刘胜的后代，三国时期蜀汉开国皇帝、政治家，史家又称他为先主,朝代,刘胜,46,西汉,40
3.历史形象加成历史上的刘备，字玄德，东汉末年幽州涿郡涿县（今河北省涿州市）人，西汉中山靖王刘胜的后代，三国时期蜀汉开国皇帝、政治家，史家又称他为先主,朝代,刘备,12,三国,52
3.历史形象加成历史上的刘备，字玄德，东汉末年幽州涿郡涿县（今河北省涿州市）人，西汉中山靖王刘胜的后代，三国时期蜀汉开国皇帝、政治家，史家又称他为先主,朝代,刘胜,46,东汉,19
3.历史形象加成历史上的刘备，字玄德，东汉末年幽州涿郡涿县（今河北省涿州市）人，西汉中山靖王刘胜的后代，三国时期蜀汉开国皇帝、政治家，史家又称他为先主,字,刘备,12,玄德,16
为了寄托对王粲的眷恋之情，曹丕对王粲的生前好友们说：“仲宣平日最爱听驴叫，让我们学一次驴叫，为他送行吧,字,王粲,5,仲宣,27
王贵林，男，汉族，1963年12月生，全日制中专省委党校大学学历，毕业于辽宁省熊岳农业学校蔬菜专业，中共辽宁省委党校经济管理专业,民族,王贵林,0,汉族,6
王利华 男， 汉族，1948年5月生，章丘市普集镇人,民族,王利华,0,汉,7
个人资料姓名：滨田武  所属球队：德岛漩涡  国籍：日本  出生日期：1982-12-21  身高：175cm  体重：65kg  场上位置：中场  球衣号码：141履历23,身高,滨田武,7,175cm,50
贺茂平，男，汉族，1974年9月出生，白桑关镇人，1997年1月参加工作，2004年7月入党，在职大学，现任十堰市医药卫生学校教务科科长，拟任十堰市医药卫生学校副校长,民族,贺茂平,0,汉族,6
1肖智慧，男，汉族，1983年7月生，籍贯湖南省新邵县，2006年7月参加工作，2011年7月加入中国共产党，湖南农业大学资源与环境学院土地资源管理专业毕业，大学学历，管理学学士，现任武鸣县国土资源局规划股科员，拟提拔担任副科长级领导职务,民族,肖智慧,1,汉族,7
聂玉藻，男，1955年10月出生，汉族，北京市通州区（通县）觅子店乡后尖平村人，1984年5月加入中国共产党，1982年2月参加工作,民族,聂玉藻,0,汉族,17
杨华1，男，侗族，贵州天柱人，大学本科学历，1966年1月生，1989年8月参加工作，1992年6月加入中国共产党，现任黄平县委常委、组织部部长、统战部部长、县委党校校长,民族,杨华,0,侗族,6
曾让沃尔玛胆寒人人乐1996年成立于深圳，创始人何金明1952年出生，江西人,创始人,人人乐,7,何金明,24
《落魄大厨》是由《钢铁侠》导演乔恩·费儒自编自导自演一部喜剧电影，由索菲娅·维加拉、约翰·雷吉扎莫联合主演，于 2014年5月9日在美国正式上映,上映时间,落魄大厨,1,2014年5月9日,56
虽然子婴迅速展现了自己的政治才干和魄力，诛杀了赵高，以图重振秦廷，但大势已去，秦朝灭亡只是时间问题,朝代,子婴,2,秦朝,39
虽然子婴迅速展现了自己的政治才干和魄力，诛杀了赵高，以图重振秦廷，但大势已去，秦朝灭亡只是时间问题,朝代,赵高,23,秦朝,39
李承植，澄海市人，男，汉族,民族,李承植,0,汉族,11
钟磊，男，汉族，1970年11月生，籍贯广西玉林，1989年4月加入中国共产党，在职研究生学历，法学学士,民族,钟磊,0,汉族,5
王邵军，男，汉族，1963年11月生，籍贯山东诸城，出生地山东诸城，1989年12月加入中国共产党，1986年9月参加工作，山东师范大学中国现代文学专业硕士研究生毕业，文学硕士,民族,王邵军,0,汉族,6
李月汝1999年出生，目前她的身高就已经达到了2.01米,身高,李月汝,0,2.01米,23
保罗·塞尔吉奥，出生日期1969年6月2日，身高180cm，足球运动员,身高,保罗·塞尔吉奥,0,180cm,24
刘远军，男，1976年3月出生，籍贯贵州玉屏，侗族，1996年6月铜仁中等农业学校毕业，,民族,刘远军,0,侗族,23
杨丽萍，出生于1974年10月，女，汉族，2000年6月毕业于华中农业大学土地管理学院,民族,杨丽萍,0,汉族,18
杨丽萍，出生于1974年10月，女，汉族，2000年6月毕业于华中农业大学土地管理学院,民族,杨丽萍,0,汉,18
基本资料球员:米库斯  生日:1991年7月8日  身高:180cm  体重:78kg  球衣号码:9  国籍:斯洛伐克  效力球队:尼特拉  场上位置:前锋球队阵容前锋  M,身高,米库斯,7,180cm,29
魏延春，男，生于1951年，汉族，大学学历，中学高级教师，青岛19中语文教师，教龄36年，班主任工作17年,民族,魏延春,0,汉族,14
李红光，男，汉族，1962年4月生，河北魏县人,民族,李红光,0,汉族,6
北魏孝武帝元修被独孤信救下后，在破庙里休息一晚，破庙的墙上写满了字，用来求签后解签用，结果元修求的签是“帝星未明，然独孤天下,朝代,独孤信,8,北魏,0
宁春基，男，汉族，1980年4月生，广西北流人，大学本科文化，2003年7月加入中国共产党，2003年月参加工作，现任广西北流市北流镇党委委员，副镇长,民族,宁春基,0,汉族,6
宁春基，男，汉族，1980年4月生，广西北流人，大学本科文化，2003年7月加入中国共产党，2003年月参加工作，现任广西北流市北流镇党委委员，副镇长,民族,任广,58,汉族,6
《彩虹罗曼史》是韩国MBC电视台于2005年10月24日播出的日日剧,上映时间,彩虹罗曼史,1,2005年10月24日,17
迪里木拉提·吾甫尔江，男，维吾尔族，新疆喀什人，1963年1月出生，1984年7月参加工作，1996年6月加入中国共产党,民族,迪里木拉提·吾甫尔江,0,维吾尔族,13
吴淑晶（暨阳学院），女，1967年生，汉族，高级工艺美术师，硕士点导师，1994年9月毕业于哈尔滨师范大学艺术学院装潢设计专业,民族,吴淑晶,0,汉族,19
"基本资料球员:叶夫  生日:1988年8月16日  身高:179cm  体重:73kg  加盟日期:2011-1  球衣号码:24  国籍:白俄罗斯  效力球队:巴特  场上位置:后卫球队阵容前锋  美干,德米特里,V",身高,叶夫,7,179cm,29
崔建平，男，汉族，1957年11月生，山东淄博人，1981年10月入党，1975年8月参加工作，中央党校研究生学历，经济学学士,民族,崔建平,0,汉族,6
甘绍文，男，汉族，1962年10月出生，安徽亳州人，1979年11月参加工作，1987年10月入党，大学学历,民族,甘绍文,0,汉族,6
杰列斯·居玛依，男，哈萨克族，1977年11月出生(33岁)，新疆额敏县人，2002年9月参加工作，2006年6月入党，大学本科学历（2002年7月毕业于西安理工大学机械与精密仪器工程学院机械设计及制造专业）现任新疆维吾尔自治区额敏县人民政府办公室秘书,民族,杰列斯·居玛依,0,哈萨克族,10
人物简介黄明仲，曾用笔名：陈梦飞、李明奇、朗月、洪峰等，1955年10月1日生，男，汉族，贵州省绥阳县人，大专文化，诗人、作家、记者、编辑,民族,黄明仲,4,汉族,42
人物简介黄明仲，曾用笔名：陈梦飞、李明奇、朗月、洪峰等，1955年10月1日生，男，汉族，贵州省绥阳县人，大专文化，诗人、作家、记者、编辑,民族,李明奇,17,汉族,42
许文谟，四川新都人，先世出回部，清朝将领，许世亨之子,朝代,许世亨,21,清朝,16
《花样排球2》是2016年搜狐视频与金钟学影视制片公司共同出品的浪漫网络剧，于2016年9月24日在搜狐视频播出,上映时间,花样排球2,1,2016年9月24日,39
